full_posRef,next_move_Ref,nb_W,nb_L,nb_D
1a3b235c25d345e6f7g6h5_2b14c14d2e25f56g578,a3c3,1,0,0
1a3b235c24d35e467f5h7_2d4e15f346g456h568,e1f2,1,0,0
1a3b235c24d35e467f5g7_2d4e5f2346g456h568,h6e6,1,0,0
1a3b235c23d24e37f8g4h5_2a4b4c15d35e256f6g67,h5f3,1,0,0
1a3b235c23d24e37f38g4_2a4b4c145d35e25f6g67,f3e4,1,0,0
1a3b235c235d24567e2_2c14d13e345f345g57,f5c2,1,0,0
1a3b235c234d2345e2g6_2b1c1e14567f568g57,e1f2,1,0,0
1a3b235c2345d45e234_5d3e56f367g378,d5d3,1,0,0
1a3b235c2345d34e234_5d2e567f367g38,d4d2,1,0,0
1a3b235c2345d25e3f4g6_2b4d46e456f567g5h6i7,f4c1,1,0,0
1a3b235c2345d23e234_5d1e567f467g48,d3d1,1,0,0
1a3b235c123d5f56g36h6_4c456d46e456f4h4,h4g4,1,0,0
1a3b235c123d5f45g36h6_4c456d46e456f3g4,g4g5,1,0,0
1a3b234c4d234e56f45g6_2a2b5c2356d7e2f23g57,a3c5,1,0,0
1a3b234c456d45e35f6h6_2e679f578g567h578,e7e5,1,0,0
1a3b234c456d456f38g8_2a125c27d3e456f45g4,g8e7,1,0,0
1a3b234c456d456e7f37_2a125c7d2e3456f45g4,f7d7,1,0,0
1a3b234c456d4567e7f3_2a125c7d2e345f456g4,e7c7,1,0,0
1a3b234c37d57e7f3g49h8_3b1c45d346e458f5h4,b1c2,1,0,0
1a3b234c35d567e58f7g5_2b56c4d234e46f456g6,e4b4,1,0,0
1a3b234c35d4e3f34g45h5_2d36e4567f256789,e7g7,1,0,0
1a3b234c34d24f4g46h57_2c12d13e1345f356g7,b4c5,1,0,0
1a3b234c346d56e567g7_2a45b5c5e4f67g56h56i6,a5d5,1,0,0
1a3b234c3467d57e58f6_4a2b6c5d38e34f5h67,d5a2,1,0,0
1a3b234c3456d45e35h6_2e4679f5678g567h5,e4h7,1,0,0
1a3b234c3456d24e567_3a2c2d35e34f346g45,c6d6,1,0,0
1a3b234c3456d246e56_3a2c2d35e34f347g45,d6e7,1,0,0
1a3b234c34567d567f3_3a125d24e345f45g4,c3a1,1,0,0
1a3b234c24d345e4f58g5_2c3d67e567f3467g78,e7e4,1,0,0
1a3b234c24d345e47f5g4_2c35d67e56f3467g78,c5e7,1,0,0
1a3b234c245d3e345f6g5_2a2b1c3d4e6f45g67h78i8,f4f6,1,0,0
1a3b234c234d45e45f45_5a5b56c567d6e27,b2b5,1,0,0
1a3b234c234d456e8f7g7_2a2b1d78e67f5689g45,f6d6,1,0,0
1a3b234c234d456e345_4d123e26f34g46h4,a3a2,1,0,0
1a3b234c234d345f7g7h8_2a2b1e456f5689g456,e4e7,1,0,0
1a3b234c234d345e8f7g7_2a2b1d7e67f5689g456,g6d6,1,0,0
1a3b234c234d345e7f7h8_2a2b1d7e56f5689g456,e5e7,1,0,0
1a3b234c14d24e3f8g38h5_3b5c23d356e256f6h9,c2c4,1,0,0
1a3b234c1345d46e567_3a2c2d235e34f346g4,c1b1,1,0,0
1a3b234c125d3e234f57_2c34d246e567f468g7,c1d1,1,0,0
1a3b234c125d37e5f46g6_5c4d456e67f57g8,a3d6,1,0,0
1a3b234c1257d34e8h67_3b5c34d25e45f456i8,d5b3,1,0,0
1a3b234c123d5f56g36h6_4c456d4e456f37g5,f3f4,1,0,0
1a3b234c123d5f45g36h6_4c456d46e456f3g5,d6f6,1,0,0
1a3b234c123d5e6f56g36_4c456d46e45f47g5,d4f6,1,0,0
1a3b234c123d4e6f5g367_4c456d6e45f467g5,d6d5,1,0,0
1a3b234c123d4e46f5g37_4c456d35e5f467g5,g5g6,1,0,0
1a3b234c1235d3e234f7_2c4d24e567f4568g69,c2f5,1,0,0
1a3b2345c35d23457e8_2c467d68e567f78g57,e5e8,1,0,0
1a3b2345c345d4e7h578_3a4d56e456f356g37,a3a2,1,0,0
1a3b2345c2d4e23f46g5h7_1c456d35e4567f57g67,c2c3,1,0,0
1a3b2345c2d4e23f46g5h7_1c345d35e4567f57g67,a3c5,1,0,0
1a3b2345c235d345e4f4_3a4c46d678e678f78,c6f6,1,0,0
1a3b2345c2345d57e45_3a4c6d46e67f478g56,b3d3,1,0,0
1a3b2345c2345d56e23_5d4e456f67g38h8,d6d4,1,0,0
1a3b2345c2345d45e7h7_2d6e1345f345g567h8,d6e6,1,0,0
1a3b2345c2345d45e23_5d3e456f67g378,b4e4,1,0,0
1a3b2345c2345d457h7_2d6e1345f3456g567,f6h8,1,0,0
1a3b2345c2345d457h6_2d6e1345f3456g467,g4g5,1,0,0
1a3b2345c2345d347g6_2d5e13456f3456g47,e6g6,1,0,0
1a2e245f356g4678h78_3b3c456d4e13f24g35,g7d4,1,0,0
1a2d7e457f456g456h6i7_3b3c456e2f39g7h57i6,g7i7,1,0,0
1a2d7e4567f456g456i7_2b3c456e2f39h568i68,i8g7,1,0,0
1a2d7e36f567g3467h68_2b5c346d46e4578f3g5,c6d5,1,0,0
1a2d67e4567f456g45i7_2b3c456e2f39g6h458i8,h4h6,1,0,0
1a2d67e36f67g457h678_2b5c34d45e4578f345,e4g6,1,0,0
1a2d67e36f67g4578h67_2b5c34d45e578f345g6,f3f6,1,0,0
1a2d67e36f567g457h68_2b5c345d45e4578f34,c5f5,1,0,0
1a2d67e36f567g347h68_2b5c345d45e4578f3g5,g5f4,1,0,0
1a2d67e345f4567g678_2b245c2345d345g3h8,g6d3,1,0,0
1a2d5e457f4567g678h7_2b2345c2345d34g3h8,e7d6,1,0,0
1a2d5e23456f46g467h7_2b34c1234d234f5g5h6,g7d4,1,0,0
1a2d57f4567g3467h68_2b5c346d46e45678g5,c4f4,1,0,0
1a2d57e4f456g3467h68_2b5c346d46e56f378g5,e6e4,1,0,0
1a2d57e3f567g3467h68_2b5c346d46e45f389g5,f9e7,1,0,0
1a2d56e45f4567g678h7_2b2345c345d234g3h8,g6d3,1,0,0
1a2d56e345f4567g78h7_2b245c2345d234g3h8,h7g6,1,0,0
1a2d567e36f78g457h67_2b35c34d4e578f456g6,f5d5,1,0,0
1a2d4f34567g4567h57_4b2c235d356e456,a2b3,1,0,0
1a2d4e578f56g456h57i7_2b23c2345d1236e46,g5d5,1,0,0
1a2d46e4567f467g789_5a4b34c2345d5e3,c5e5,1,0,0
1a2d467e4567f456g5i7_2b3c356e2f39g6h458i8,c3c4,1,0,0
1a2d45e456f346g46h57_2b24c234d123e3f5g5h6,e6d6,1,0,0
1a2d45e2456f346g46h7_2b24c1234d23e3f5g5h6,e2h5,1,0,0
1a2d456e45f346g46h57_2b234c234d123f5g5h6,f6c3,1,0,0
1a2d4567e4567f567i7_2b3c367f49g456h48i8,c7c5,1,0,0
1a2d4567e4567f456i7_2b3c356f39g456h48i8,g4e2,1,0,0
1a2d3e367f4567g4578_2b12c2345d45e45g3h8,g8d5,1,0,0
1a2d3e2f367g3478h78i7_3c3e13456f45g56i8,c3d4,1,0,0
1a2d3e2f346g357h5678_3c3d45e1456f5g46i7,d5g5,1,0,0
1a2d3e25f367g3478h7i7_3c3d4e1346f45g56i8,d4g4,1,0,0
1a2d3e23f346g357h578_2c35d4e1456f5g46h6i7,c5d5,1,0,0
1a2d367e35f4567g478_2b125c2345d45e4g3h8,d7e6,1,0,0
1a2d35e467f34568g34_2b245c12d24e35g56h5,g4d4,1,0,0
1a2d346e467f467g789_5a4b34c234d5e35,c2c5,1,0,0
1a2d346e467f4678g78_5a4b34c345d5e35,e3d2,1,0,0
1a2d25e456f346g467h7_2b234c1234d34f5g5h6,f3e3,1,0,0
1a2d24f4567g5689h57_2b34c235d35e2345g7,c3b2,1,0,0
1a2d24e6f4567g569h57_2b234c25d35e2345g7,b4c4,1,0,0
1a2d24e67f45g5689h57_2b34c2345d3e2345g7,c4d5,1,0,0
1a2d24e23f346g37h578_2c45d5e1456f5g45h6i6,i6g6,1,0,0
1a2d24e236f3467g38i7_3c1345d35e45f5g6i8,c5b4,1,0,0
1a2d23e23f346g37h578_2c45d5e1456f5g456h6,d5c3,1,0,0
1a2d234e245f456g5h6i7_2c6d16e13f38g678h79,f3d3,1,0,0
1a2d2348e45f45g56h56_2a4b345c345d67e37f3,a2b2,1,0,0
1a2c6d4e47f4568g5679_2b345c1234d5e358f9,c2c5,1,0,0
1a2c6d246e234f4g3478_4b25c345d35e56f3,g8g6,1,0,0
1a2c6d246e234f4g3467_4b25c345d35e67f3,g7f5,1,0,0
1a2c6d246e234f456g34_4b2c345d35e567f3,f6f3,1,0,0
1a2c6d246e234f345g34_4b3c345d35e567f2,f5d3,1,0,0
1a2c6d234e234f47g567_2a4b4c45d567e567f56,e3c3,1,0,0
1a2c67d234e4f4568g7h8_1b234c5d567e235678,d4c3,1,0,0
1a2c5d67e36f78g458h68_2b35c34d45e578f46g6,c3d3,1,0,0
1a2c5d67e368f78g458h6_2b35c4d3458e57f46g6,d8c7,1,0,0
1a2c5d5e45f345g456h56_2b3c124d2e26f8g378h8,h6f6,1,0,0
1a2c5d567e23458f56g7_3b2c23d234f234g58,a2b3,1,0,0
1a2c5d45e567f678g78h7_3d6e234f345g456h5,d6c6,1,0,0
1a2c5d3e45f456g457h7i7_1b2c234d457e678f78g6,g5e3,1,0,0
1a2c5d3e345f456g47h7i7_1b2c234d4567e678f7g6,a2b3,1,0,0
1a2c5d234e234f47g67h6_2a4b4c34d567e567f56,h6g5,1,0,0
1a2c5d234e234f467g6h6_2a4b34c34d567e567f5,h6e6,1,0,0
1a2c5d234e234f467g68_2a4b4c346d567e567f5,g8g7,1,0,0
1a2c56d46e457g56h67i7_3b3c14d2357e3f456,c6c4,1,0,0
1a2c4d57e356f56g67h78_1b23c235d234e7f47g5i8,c4f7,1,0,0
1a2c4d467e47f568g567_2b345c1356d5e358f9,c5f5,1,0,0
1a2c4d456e3456f567g3_3c35f234g456h456,g6g3,1,0,0
1a2c4d34e3456f567g36_3c3d5f234g45h456i5,d5c5,1,0,0
1a2c4d346f68g578h568_3c3d57e456f5g346i7,g7f7,1,0,0
1a2c4d346f4568g578h8_3c35d57e456g346h6,f4h6,1,0,0
1a2c4d346e3f5678g78h8_3c36d57e456f34g56,f7f4,1,0,0
1a2c4d346e3f4568g78h8_3c36d57e456g3456,e3g5,1,0,0
1a2c4d346e3456f567g3_3c35f234g45h456i5,i5f5,1,0,0
1a2c47d2e268f678g59h7_1b5c35d3456e3457f34,g9g8,1,0,0
1a2c46d4e47f568g5679_2a4b345c135d5e358f9,a4c6,1,0,0
1a2c45d5e567f678g78h7_3c6e234f345g456h5,c6d6,1,0,0
1a2c45d46e457g56h67i7_3b3c123d257e3f456,a2a3,1,0,0
1a2c3d46e57f56g567h7i7_1b235c2456d235e234,e7c5,1,0,0
1a2c3d46e4567f57g58h8_3b12345c245d35h6,e5b2,1,0,0
1a2c3d35e456f4567g47_4a34b2345c45d46,c5c3,1,0,0
1a2c3d23e245f46g57h6i7_2c26d16e13f58g68h89,h8h7,1,0,0
1a2c3d234e245f46g5h6i7_2c26d16e13f8g678h79,h7f5,1,0,0
1a2c36d234e23f47g567_2a4b4c45d567e456f56,a2b2,1,0,0
1a2c35d5e567f678g78i7_3d46e234f345g45h5,g4g6,1,0,0
1a2c35d5e567f678g78i7_2d47e234f245g45h59,f2f3,1,0,0
1a2c35d5e567f678g78h7_3d46e234f345g56h5,d4g4,1,0,0
1a2c35d46e6f56g567h7i7_1b2345c246d235e345,d6b4,1,0,0
1a2c34d456e456f45h67_5a1b123c12d123,c2a2,1,0,0
1a2c34d3456e345f57h9_2c2d7e67f468g678h8i5,d7e8,1,0,0
1a2c345d5e567f68g78i7_2d47e234f245g459h5,g9h9,1,0,0
1a2c345d56e567f6g78i7_2d47e234f2459g45h5,f9f8,1,0,0
1a2c345d56e567f6g67i7_2d47e234f23459g45,f3h5,1,0,0
1a2c2e678f567g5789h5_1c357d3456e345g3h78,h8h6,1,0,0
1a2c2d6e678f678g467h8_4b23c4e4f345g5h5i5,c4a2,1,0,0
1a2c2d3e57f567g478h5i7_1b25c345d45e46g56h67,g4f4,1,0,0
1a2c2d3e57f3567g478h6_1b25c345d45e46f4g56h7,f3h5,1,0,0
1a2c2d3e257f3567g578_1b25c345d45e346f4g6h7,e2g4,1,0,0
1a2c2d34e2345f34g56i6_2d5f26g478h5678i79,g4i6,1,0,0
1a2c2d23e345f46g57h6i7_2b2c6d6e2f2358g68h79,f2g4,1,0,0
1a2c2d237e5f3567g578_1b25c345d45e346f4g6h8,d7e7,1,0,0
1a2c2d237e5f3567g578_1b235c345d45e34f4g6h8,g8e6,1,0,0
1a2c2d234e2345f34g6i6_2d5f26g578h5678i79,g5g4,1,0,0
1a2c25d6e3f678g578h78_1b23c34d345e457f35i8,g5g6,1,0,0
1a2c25d35e456f467g47_4a34b2345c34d46,a4a2,1,0,0
1a2c24d567e46f4g45h56_3b234c3d234e35f6i6,g4i6,1,0,0
1a2c24d567e46f34g45h6_3b234c3d234e35f7h5,f3h5,1,0,0
1a2c24d567e246f34g5h6_3b234c3d234e35f8g4,e2g4,1,0,0
1a2c24d346e4f678g78h8_3c36d57e567f345g5,c2f5,1,0,0
1a2c247e268f678g58h7_1b45c35d23456e345f3,c7d8,1,0,0
1a2c246e2467f367g68_4b5c35d34567e35,a2b3,1,0,0
1a2c246e23467f7g78h7_4b35c35d34567e5,h7f6,1,0,0
1a2c246d67e678f28g5h7_1a3b34c5d45e345f56g6h6,e8d8,1,0,0
1a2c246d67e678f27g5h7_1a3b34c5d45e345f46g6h6,f7f8,1,0,0
1a2c245d67e46f4g45h56_4b234c3d2345e35,h6e3,1,0,0
1a2c245d67e46f34g45h5_4b24c13d2345e35,h5h6,1,0,0
1a2c23d4e2f46g345h679_2d1257e3456f357h4,h4i5,1,0,0
1a2c23d4e2f46g345h569_2d1257e3456f357i5,d7e7,1,0,0
1a2c23d23e45f46g57h6i7_2b2c6d16e13f58g68h79,d1f2,1,0,0
1a2c234d45e345f57g6h9_3e678f68g78h678i8,h7h9,1,0,0
1a2c234d345e345f57h9_3e678f68g5678h78,g5h6,1,0,0
1a2c234d3456e345f7h9_2b1e678f468g678h8i5,f4f5,1,0,0
1a2c147e268f678g58h7_1b5c35d23456e3457f3,c1c2,1,0,0
1a2c146d2345e348f47_2a3b236c235d678e56,c1e2,1,0,0
1a2c13d7e456f567g678_2a5b245c56d6e78h67i8,h7h5,1,0,0
1a2c13d67e678f567g78_3a5b2345c45e9h56i8,a5a4,1,0,0
1a2c13d67e567f567g78_2a5b2456c45e89h56i8,b6b3,1,0,0
1a2c13d67e456f567g78_2a5b2456c56e78h56i8,c6c4,1,0,0
1a2c13d37e456f567g78_2a5b245c56d6e8f8g6h67,f8e7,1,0,0
1a2c13d24e2345f47g4h5_2b4c46e67f2356g57h4,g5e5,1,0,0
1a2c13d234e234f47g4h5_2b4c46e567f2356g7h4,b4d5,1,0,0
1a2c137d3e456f567g78_2a5b25c56d6e78f8g6h67,e7b4,1,0,0
1a2c134d24e34567f6g7_2a3b1235c25d356g56,c3c5,1,0,0
1a2c134d247e3456f6g7_2a3b1235c25d356f5g6,d7e7,1,0,0
1a2c1347d24e345f6g67_2a3b2345c25d35e6f5h7,g6e6,1,0,0
1a2c1347d24e3456f6g7_2a3b1235c25d356f5h7,c7d7,1,0,0
1a2c12d67e678f567g78_4a4b2345c34h56i8,b5c5,1,0,0
1a2c12d67e567f567g78_4a4b234c345h56i8,h6h4,1,0,0
1a2c12d67e567f456g78_4a4b234c345h45i8,c5c2,1,0,0
1a2c12d3e57f3567g578_1b25c345d245e346g6h8,c1d1,1,0,0
1a2c12d24f346g37h579_2c46d5e456f25g45h6i6,h6f4,1,0,0
1a2c125d56e345f46g3h7_2a4b123c34d234f3g47,d2d5,1,0,0
1a2c1256d6e345f46g3h7_2a4b123c34d345f3g47,a4b4,1,0,0
1a2c124d567e246f4g5i7_3b345c3d234e35f39,i7h6,1,0,0
1a2c124d567e246f4g5h6_3b234c3d234e35f39,c1d1,1,0,0
1a2c12456d345e35f8h6_4b3c3d7e2f3g456h58,d7e7,1,0,0
1a2b6c2d234e5f45g567h6_2a3b45c45d57e346f6h4,g7g4,1,0,0
1a2b6c2d234e5f45g456h6_2a3b45c45d567e34f6h4,h6f6,1,0,0
1a2b6c2d234e5f456g456_2a3b45c456d567e34h4,g6e6,1,0,0
1a2b6c2d234e56f456g45_2a3b45c456d567e34g3,a2b3,1,0,0
1a2b6c23d234f56g567h6_2a3b4c46d567e456f3h4,f6f4,1,0,0
1a2b6c23d234f45g567h6_2a3b4c46d567e3456h4,c3e5,1,0,0
1a2b5d27f2467g67h678_1c346d46e3456f35g45,b5c5,1,0,0
1a2b5d234e34f4567g6h6_2a4b34c346d567e567,f5c2,1,0,0
1a2b5d234e234f467g6h6_2a4b34c346d56e567f5,b5c5,1,0,0
1a2b5d234e234f467g6h6_2a4b34c3456d567e57,e2e5,1,0,0
1a2b5c6d234e4f4568g7h8_1b234c5d567e23567f7,b5d7,1,0,0
1a2b5c56d5e67f46g578h8_4a34b246c3d346e4,c6a4,1,0,0
1a2b5c56d1356e6f8g47h5_1b2c234d4e345f45g56h6,a2a3,1,0,0
1a2b5c47d57e7f67g67h68_1b34c2356d246e456f8,c7e8,1,0,0
1a2b5c47d57e7f56g67h68_1b34c2356d246e56f47,f5f7,1,0,0
1a2b5c3d7e478f45g46h69_2a4b4c56d128e2f2h47i9,f4h4,1,0,0
1a2b5c3456d5e4f3g3456_1c1d234e5f2456g789h8,g6h4,1,0,0
1a2b5c2d234e23f467g6h6_2a4b34c346d567e456,c2e4,1,0,0
1a2b5c26d7e678f57g67h8_1b3c345d568e345f26g8,c6f9,1,0,0
1a2b5c25d26e456f46g37_2a3b234c34d345e27f3,d5d2,1,0,0
1a2b5c24d67e46f34g45h6_4b24c135d2345e3,a2b3,1,0,0
1a2b5c23d3468e4f3g58h8_1c456d57e567f67g67h7,a2b2,1,0,0
1a2b5c2345d47e3678g7_2a1c6d568e59f35789,d7f9,1,0,0
1a2b5c1d67e5f58g4567h6_2e346f3467g3h458i8,g3d3,1,0,0
1a2b5c1d56e5f58g4567h6_2d3e346f3467h458i8,i8g8,1,0,0
1a2b5c1d567e5f458g67h6_2d4e346f367g35h48i8,d4f4,1,0,0
1a2b5c1d45e5f58g4567h6_2d3e346f3467g8h458,h8f8,1,0,0
1a2b5c1d45e57f5g4567h6_2d3e346f34678g8h45,g8d5,1,0,0
1a2b5c15d56e457f8g67h6_2c4d4e3f3567g38h48i8,g8e6,1,0,0
1a2b5c15d56e457f7g56h6_2c4d4e3f3456g37h48i8,f4f7,1,0,0
1a2b5c15d567e45f8g67h6_2c4d4e36f3567g3h48i8,c4e4,1,0,0
1a2b5c14d4e57f5g456h67_2d35e346f34678h45,d3d2,1,0,0
1a2b5c14d45e57f5g46h67_2c5d2e346f34678h45,e3c2,1,0,0
1a2b5c125d6e456f46g37_2a3b234c34d345e7f3g4,g4e2,1,0,0
1a2b5c125d6e345f46g3h7_2a3b234c34d345f3g47,g7f7,1,0,0
1a2b5c125d6e345f46g37_2a3b234c34d345f37g4,f7e6,1,0,0
1a2b4e47f4678g6789h4_2d45e2356f259h567,h7h4,1,0,0
1a2b4d7e47f4678g689h5_2d45e2356f259g7h67,h7h5,1,0,0
1a2b4d6e47f4678g689i7_2c5d45e2356f29g7h78,c5f5,1,0,0
1a2b4d6e47f4678g689h6_2d45e2356f259g7h78,h8h6,1,0,0
1a2b4d6e47f4567g689i7_2c4d45e2356f28g7h78,c4c5,1,0,0
1a2b4d567e23458f56g7_3b2c23d234f234g68,b4c5,1,0,0
1a2b4d4f3456g5678h58_4a3b13c345d5e4h46,f6h6,1,0,0
1a2b4d4e5f3456g5678h8_4a3b13c345d5e4h56,e5h5,1,0,0
1a2b4d36e7f4567g689i7_2c4d1245e56f28g7h78,d1e3,1,0,0
1a2b4d367e7f456g689h7_2c4d1245e56f278g7h8,f7h7,1,0,0
1a2b4d367e37f56g689h7_2c4d1245e568f27g7h8,e8f8,1,0,0
1a2b4d35e278f456g68h5_4c35d46e456f37g5,b4c4,1,0,0
1a2b4d1567e3458f56g7_3b2c23d234f34g368,d1e2,1,0,0
1a2b4c67d7e25678f67g7_3b2c345d3456e34f3,c3c6,1,0,0
1a2b4c5d456e568f678i8_2b13c2346d2e79f49g4,c6d7,1,0,0
1a2b4c5d1567e4568f6g7_3b2c3d234e3f4g468h4,e6e3,1,0,0
1a2b4c5d1567e4568f67_3b2c3d234e3f5g568h5,f7g7,1,0,0
1a2b4c5d1567e3458f6g7_3b2c23d234f4g468h4,c5f5,1,0,0
1a2b4c57d7e345f5g456h5_4b2c24d45f46g7h46,c5d6,1,0,0
1a2b4c57d7e345f35g356_4c24d245f46g4h6i6,g3d3,1,0,0
1a2b4c57d37e345f5g45h5_4b2c24d45f46g6h46,d3g6,1,0,0
1a2b4c57d37e345f35g56_4b2c24d45f46g4h6i6,g6g4,1,0,0
1a2b4c57d37e345f35g56_3c24d245f46g34h6i5,d3g3,1,0,0
1a2b4c57d37e345f35g45_4b2c24d45f46h46i6,f3h5,1,0,0
1a2b4c4d35e278f45g68h5_4c356d46e456f3g5,c4e6,1,0,0
1a2b4c4d34e45f356g357_1a3b25c235d567e2367,e4c2,1,0,0
1a2b4c45d1567e4568f6_3b3c3d234e3f57g56h5,c4f7,1,0,0
1a2b4c3d347e57f578g56_4b56c456d56e689,b6b4,1,0,0
1a2b4c3d347e57f567g56_4b356c456d56e89,b3e6,1,0,0
1a2b4c357d37e345f5g56_3c24d45e2f46g34h6i5,c3f3,1,0,0
1a2b4c345d26e5f46g5h67_2b3c2d345e467f57g67,e7h7,1,0,0
1a2b4c25d2e57f67g467h6_2c6d3456e3468f48g5,g5d2,1,0,0
1a2b4c24d456e346f67g4_2b25c35d23e57f489g6,d6d3,1,0,0
1a2b4c24d345e346f67g4_2b25c35d1e257f489g6,e3c3,1,0,0
1a2b4c246d3456e46f7g4_2b235c35d2e57f4689,c6f6,1,0,0
1a2b4c23d4e345f45g36h8_2b123c456d23e2f3g47,c6c3,1,0,0
1a2b4c23d456e46f67g47_2b23c6e257f3489g68,e4f5,1,0,0
1a2b4c23d347e256f56g8_3c456d56e7f7g67h4i5,d4g7,1,0,0
1a2b4c23d347e245f56g7_3c456d56e6f7g56h4i5,e4e6,1,0,0
1a2b4c237d3e256f56g78_3c456d567e7g6h48i5,f5f7,1,0,0
1a2b4c235e57f67g467h6_2c6d23456e3468f48,f4c4,1,0,0
1a2b4c235d45e6f567g47_2b23c6d6e257f349g68,f7f4,1,0,0
1a2b4c235d45e6f456g47_2b23c6d6e2357f29g68,f5e4,1,0,0
1a2b4c235d45e46f46g47_2b23c6d6e2357f259g8,a2a3,1,0,0
1a2b4c234d456e46f6g47_2b23c6d1e257f4789g6,c4f7,1,0,0
1a2b4c234d345e56g67h7_2d678e47f45678g45,c4f7,1,0,0
1a2b4c234d345e46f67g4_2b23c6d16e257f489g6,d3d6,1,0,0
1a2b4c2345d345e578g6_2d6e1234f34567g45,e2e5,1,0,0
1a2b4c2345d3457e58g6_2d6e123467f345g45,e7f6,1,0,0
1a2b4c2345d246e57f36_3b35d35e2346f45g4,d2b2,1,0,0
1a2b4c15d2e57f67g467h6_2c6d3456e3468f458,f5g5,1,0,0
1a2b4c15d2e357f67g67h6_2c36d3456e468f458,c3e3,1,0,0
1a2b4c15d2e357f67g56h6_2c236d3456e468f48,c2f5,1,0,0
1a2b4c12d4e345f456g3h8_2b123c345d23e2f3g47,d2d4,1,0,0
1a2b4c125d5e345f46g3h8_2b1235c34d34e2f3g47,e2d2,1,0,0
1a2b4c125d5e345f46g3h7_2b1235c34d234f3g47,b5a4,1,0,0
1a2b4c1256e345f46g3h7_2a3b123c34d345f3g47,b1b4,1,0,0
1a2b46c3d356e6f37g4h5i7_2a3b5c6e15f246g67h79,g7i7,1,0,0
1a2b46c24e345f5g567h6_1b35c35d456e678f46g4,a2b2,1,0,0
1a2b45c5d6e6f4567g78h8_3b3c346d347f9g45h9,d7b5,1,0,0
1a2b45c5d56e6f4567g7h8_2a3b3c346d47f9g458h9,a3d3,1,0,0
1a2b45c5d4567e678f6g9_3a34c34d123e345f7,c5a3,1,0,0
1a2b45c56d4e5f46g346h5_1a4b2c234d35e6f5g579h8,c2c5,1,0,0
1a2b45c56d234e345f4g8_2b3c234d567e67f56g7,a2a3,1,0,0
1a2b45c456d567e67f6g7_5d234e345f45g5,a2a3,1,0,0
1a2b45c456d247e5f5g36_2a34b36c3d56e67g47h7,a4a2,1,0,0
1a2b45c236d346e6f57g5_2a34b236c45d257e4f4,f5e5,1,0,0
1a2b45c124d345e35f8h6_4b3c3e27f3g456h58,g4f5,1,0,0
1a2b45c1234d345e3f8h6_4b23e27f345g6h58,f4e4,1,0,0
1a2b3d24567e457f268_3a4c35d8f34g56h56i6,e5c5,1,0,0
1a2b3c6e2578g467h67i7_5a34b24c4d5e6f3h8,b3c3,1,0,0
1a2b3c6e2578f56g4h67i7_5a34b24c4d5e6f3i8,f5g7,1,0,0
1a2b3c6e2578f56g45h67_4a34b24c3d4e6f3i78,g5i7,1,0,0
1a2b3c6d46e46f8g67h67i7_3c35d35e578f67h5i8,c3c4,1,0,0
1a2b3c6d46e46f7g567h67_2c35d35e578f56h5i78,f5f7,1,0,0
1a2b3c6d46e46f78g67h67_3c45d357e578f6h5i8,e8c6,1,0,0
1a2b3c5d567e45f45g456_4b12c24d1234e23,d4c3,1,0,0
1a2b3c5d567e345f45g67_4b12c234d234e2f3,f3d1,1,0,0
1a2b3c5d567e345f45g56_4b12c234d1234e2,c3e3,1,0,0
1a2b3c5d456e568f678i8_2b1c2346d23e79f49g4,d3b3,1,0,0
1a2b3c5d456e45f45g456_4b12c234d123e23,c4c1,1,0,0
1a2b3c5d234e347f56g7h8_1b2c2346d17e56f78g5h4,e5d6,1,0,0
1a2b3c5d234e3457f56g7_1b2c2346d1567f78g5h4,c2a2,1,0,0
1a2b3c4d67e456f7g5678_3b25c23d345e8f56h8,a2b4,1,0,0
1a2b3c4d56e345f7g5678_3b25c23d234e8f56h8,e3e6,1,0,0
1a2b3c4d56e345f6g4568_3b25c23d234e8f45h8,g4g7,1,0,0
1a2b3c4d567e345f56g67_4b12c123d234e2f4,c1c4,1,0,0
1a2b3c4d46e345f56g5h79_1b5c357d5e2678f3g789,g7f9,1,0,0
1a2b3c4d45e4f3567g36h6_3c6d36e5678f24g4h4,f3e3,1,0,0
1a2b3c4d45e34f3567g6h6_2c6d26e5678f24g34h4,e3g3,1,0,0
1a2b3c4d45e23f567g36h6_3c6d36e4568f24g4h4,f7f4,1,0,0
1a2b3c4d3e345f56g57h67_1b24d16e678f78g468i6,a2d5,1,0,0
1a2b3c4d35e345f56g7h67_1b24d16e678f78g4568,d5g5,1,0,0
1a2b3c4d345e345f56h67_1b24d16e678f7g45678,d4g7,1,0,0
1a2b3c4d234e345f3456_4d5678e678f7g45,a2c3,1,0,0
1a2b3c45d56e34f6g4568_3b15c23d234e8f45h8,c5e5,1,0,0
1a2b3c45d468e345f268_2b5d357e678f579g7h8,d8c7,1,0,0
1a2b3c45d456e46f456h6_1b24c6d1e358g456789,c4f7,1,0,0
1a2b3c45d345e345f6h67_1b24d16e678f57g5678,c5f5,1,0,0
1a2b3c457d46e345f268_2c6d357e678f579g7h8,d4b4,1,0,0
1a2b3c456d4e57f3g457h6_2d2567e3468f456g6,f6f7,1,0,0
1a2b3c456d4e57f36g4h67_2d567e3468f457g56,d7d4,1,0,0
1a2b3c456d4e57f36g45h6_2d2567e3468f457g6,d2g5,1,0,0
1a2b3c456d3e57f36g58h6_2d456e3468f457g67,g7e7,1,0,0
